layer,benchmark,model,score,error
encoder.h.1,Fedorenko2016v3-encoding,distilgpt2,0.278095891,0.123826394
encoder.h.2,Fedorenko2016v3-encoding,distilgpt2,0.396716014,0.114018412
encoder.h.3,Fedorenko2016v3-encoding,distilgpt2,0.23859458,0.071837796
encoder.h.4,Fedorenko2016v3-encoding,distilgpt2,0.304576073,0.048760027
encoder.h.5,Fedorenko2016v3-encoding,distilgpt2,0.042288474,0.132862285
drop,Fedorenko2016v3-encoding,distilgpt2-untrained,-0.106005225,0.191909641
encoder.h.0,Fedorenko2016v3-encoding,distilgpt2-untrained,0.055714928,0.03412055
encoder.h.1,Fedorenko2016v3-encoding,distilgpt2-untrained,0.127558052,0.140914433
encoder.h.2,Fedorenko2016v3-encoding,distilgpt2-untrained,0.145038593,0.06230514
encoder.h.3,Fedorenko2016v3-encoding,distilgpt2-untrained,0.039913335,0.101161283
encoder.h.4,Fedorenko2016v3-encoding,distilgpt2-untrained,-0.007119785,0.046894848
encoder.h.5,Fedorenko2016v3-encoding,distilgpt2-untrained,0.063881454,0.109469833
drop,Fedorenko2016v3-encoding,gpt2,-0.018892011,0.073297298
encoder.h.0,Fedorenko2016v3-encoding,gpt2,0.195673761,0.084610065
encoder.h.1,Fedorenko2016v3-encoding,gpt2,0.252718624,0.115715532
encoder.h.2,Fedorenko2016v3-encoding,gpt2,0.255986304,0.069033521
encoder.h.3,Fedorenko2016v3-encoding,gpt2,0.20246036,0.123511959
encoder.h.4,Fedorenko2016v3-encoding,gpt2,0.277824705,0.11230249
encoder.h.5,Fedorenko2016v3-encoding,gpt2,0.456207424,0.056190696
encoder.h.6,Fedorenko2016v3-encoding,gpt2,0.589003278,0.168818021
encoder.h.7,Fedorenko2016v3-encoding,gpt2,0.741267894,0.546835361
encoder.h.8,Fedorenko2016v3-encoding,gpt2,0.58360518,0.454663762
encoder.h.9,Fedorenko2016v3-encoding,gpt2,0.277122788,0.146223929
encoder.h.10,Fedorenko2016v3-encoding,gpt2,0.435944894,0.205369109
encoder.h.11,Fedorenko2016v3-encoding,gpt2,0.323560172,0.169997205
drop,Fedorenko2016v3-encoding,gpt2-untrained,-0.076369408,0.047615709
encoder.h.0,Fedorenko2016v3-encoding,gpt2-untrained,0.176821784,0.084032588
encoder.h.1,Fedorenko2016v3-encoding,gpt2-untrained,0.060666615,0.05753003
encoder.h.2,Fedorenko2016v3-encoding,gpt2-untrained,0.069570345,0.066319759
encoder.h.3,Fedorenko2016v3-encoding,gpt2-untrained,0.044076478,0.149894962
encoder.h.4,Fedorenko2016v3-encoding,gpt2-untrained,0.209590462,0.151260896
encoder.h.5,Fedorenko2016v3-encoding,gpt2-untrained,-0.024471639,0.062646979
encoder.h.6,Fedorenko2016v3-encoding,gpt2-untrained,0.042423131,0.056893793
encoder.h.7,Fedorenko2016v3-encoding,gpt2-untrained,-0.006093074,0.123035903
encoder.h.8,Fedorenko2016v3-encoding,gpt2-untrained,0.082160662,0.05479489
encoder.h.9,Fedorenko2016v3-encoding,gpt2-untrained,0.059531272,0.100771721
encoder.h.10,Fedorenko2016v3-encoding,gpt2-untrained,-0.056845691,0.055950379
encoder.h.11,Fedorenko2016v3-encoding,gpt2-untrained,-0.017154409,0.049822191
drop,Fedorenko2016v3-encoding,gpt2-medium,0.004029183,0.049194112
encoder.h.0,Fedorenko2016v3-encoding,gpt2-medium,0.060737677,0.0574123
encoder.h.1,Fedorenko2016v3-encoding,gpt2-medium,0.183082204,0.229822272
encoder.h.2,Fedorenko2016v3-encoding,gpt2-medium,0.208679652,0.24456773
encoder.h.3,Fedorenko2016v3-encoding,gpt2-medium,0.127009263,0.065635591
encoder.h.4,Fedorenko2016v3-encoding,gpt2-medium,0.326704463,0.180539358
encoder.h.5,Fedorenko2016v3-encoding,gpt2-medium,0.416161184,0.181871239
encoder.h.6,Fedorenko2016v3-encoding,gpt2-medium,0.581477165,0.123070727
encoder.h.7,Fedorenko2016v3-encoding,gpt2-medium,0.529143305,0.028869822
encoder.h.8,Fedorenko2016v3-encoding,gpt2-medium,0.588859916,0.225820632
encoder.h.9,Fedorenko2016v3-encoding,gpt2-medium,0.580278534,0.326688708
encoder.h.10,Fedorenko2016v3-encoding,gpt2-medium,0.385833212,0.147443466
encoder.h.11,Fedorenko2016v3-encoding,gpt2-medium,0.658679487,0.33820838
encoder.h.12,Fedorenko2016v3-encoding,gpt2-medium,0.588092151,0.172639365
encoder.h.13,Fedorenko2016v3-encoding,gpt2-medium,0.598017716,0.124544781
encoder.h.14,Fedorenko2016v3-encoding,gpt2-medium,0.795911052,0.083975796
encoder.h.15,Fedorenko2016v3-encoding,gpt2-medium,0.640393559,0.191661221
encoder.h.16,Fedorenko2016v3-encoding,gpt2-medium,0.595337575,0.209736264
encoder.h.17,Fedorenko2016v3-encoding,gpt2-medium,0.623185207,0.328172025
encoder.h.18,Fedorenko2016v3-encoding,gpt2-medium,0.456746242,0.336579166
encoder.h.19,Fedorenko2016v3-encoding,gpt2-medium,0.459265818,0.207440436
encoder.h.20,Fedorenko2016v3-encoding,gpt2-medium,0.59185708,0.053442952
encoder.h.21,Fedorenko2016v3-encoding,gpt2-medium,0.455456291,0.113461728
encoder.h.22,Fedorenko2016v3-encoding,gpt2-medium,0.296495513,0.169358451
encoder.h.23,Fedorenko2016v3-encoding,gpt2-medium,0.321691739,0.209689192
drop,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.078162783,0.032440104
encoder.h.0,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.041845285,0.028874529
encoder.h.1,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.016926188,0.053735712
encoder.h.2,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.000298435,0.030524104
encoder.h.3,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.040727248,0.063529926
encoder.h.4,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.02222641,0.029360777
encoder.h.5,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.039337874,0.024589
encoder.h.6,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.017542062,0.096165804
encoder.h.7,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.068621664,0.010852218
encoder.h.8,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.027016144,0.011657125
encoder.h.9,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.085384089,0.1521644
encoder.h.10,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.054726447,0.11232661
encoder.h.11,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.006863646,0.043537803
encoder.h.12,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.077791651,0.084529173
encoder.h.13,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.00262578,0.066039209
encoder.h.14,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.038605009,0.034844789
encoder.h.15,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.007302154,0.023508707
encoder.h.16,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.010637845,0.052594309
encoder.h.17,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.075319107,0.021552378
encoder.h.18,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.017472931,0.151847645
encoder.h.19,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.023732933,0.053837373
encoder.h.20,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.038220359,0.049485993
encoder.h.21,Fedorenko2016v3-encoding,gpt2-medium-untrained,-0.007089218,0.039801989
encoder.h.22,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.040472294,0.09932909
encoder.h.23,Fedorenko2016v3-encoding,gpt2-medium-untrained,0.015888666,0.045136569
drop,Fedorenko2016v3-encoding,gpt2-large,0.00279812,0.120388701
encoder.h.0,Fedorenko2016v3-encoding,gpt2-large,0.054452811,0.068571238
encoder.h.1,Fedorenko2016v3-encoding,gpt2-large,0.055696255,0.119794817
encoder.h.2,Fedorenko2016v3-encoding,gpt2-large,0.015101742,0.033627838
encoder.h.3,Fedorenko2016v3-encoding,gpt2-large,0.007469049,0.082402142
encoder.h.4,Fedorenko2016v3-encoding,gpt2-large,0.060492105,0.127877548
encoder.h.5,Fedorenko2016v3-encoding,gpt2-large,0.105832095,0.03089413
encoder.h.6,Fedorenko2016v3-encoding,gpt2-large,0.150874642,0.15537012
encoder.h.7,Fedorenko2016v3-encoding,gpt2-large,0.244977364,0.223700798
encoder.h.8,Fedorenko2016v3-encoding,gpt2-large,0.110892186,0.103452083
encoder.h.9,Fedorenko2016v3-encoding,gpt2-large,0.456501295,0.214370697
encoder.h.10,Fedorenko2016v3-encoding,gpt2-large,0.49936949,0.207810664
encoder.h.11,Fedorenko2016v3-encoding,gpt2-large,0.539588454,0.338457436
encoder.h.12,Fedorenko2016v3-encoding,gpt2-large,0.350742265,0.071075057
encoder.h.13,Fedorenko2016v3-encoding,gpt2-large,0.171765319,0.111244376
encoder.h.14,Fedorenko2016v3-encoding,gpt2-large,0.644610076,0.282483264
encoder.h.15,Fedorenko2016v3-encoding,gpt2-large,0.508702324,0.293792923
encoder.h.16,Fedorenko2016v3-encoding,gpt2-large,0.582147565,0.248441739
encoder.h.17,Fedorenko2016v3-encoding,gpt2-large,0.392575206,0.16551177
encoder.h.18,Fedorenko2016v3-encoding,gpt2-large,0.517163177,0.330143396
encoder.h.19,Fedorenko2016v3-encoding,gpt2-large,0.23378753,0.178522359
encoder.h.20,Fedorenko2016v3-encoding,gpt2-large,0.655450631,0.28954302
encoder.h.21,Fedorenko2016v3-encoding,gpt2-large,0.500135037,0.196050076
encoder.h.22,Fedorenko2016v3-encoding,gpt2-large,0.2005083,0.22282441
encoder.h.23,Fedorenko2016v3-encoding,gpt2-large,0.701450385,0.224401666
encoder.h.24,Fedorenko2016v3-encoding,gpt2-large,0.190236661,0.09160456
encoder.h.25,Fedorenko2016v3-encoding,gpt2-large,0.262585412,0.236809114
encoder.h.26,Fedorenko2016v3-encoding,gpt2-large,0.317346557,0.1744068
encoder.h.27,Fedorenko2016v3-encoding,gpt2-large,0.639010653,0.293200818
encoder.h.28,Fedorenko2016v3-encoding,gpt2-large,0.919001941,0.468355738
encoder.h.29,Fedorenko2016v3-encoding,gpt2-large,0.564024169,0.259393168
encoder.h.30,Fedorenko2016v3-encoding,gpt2-large,0.581643267,0.18818334
encoder.h.31,Fedorenko2016v3-encoding,gpt2-large,0.665285616,0.332508481
encoder.h.32,Fedorenko2016v3-encoding,gpt2-large,0.220515477,0.121450919
encoder.h.33,Fedorenko2016v3-encoding,gpt2-large,0.163856076,0.084428521
encoder.h.34,Fedorenko2016v3-encoding,gpt2-large,-0.050397051,0.303227324
encoder.h.35,Fedorenko2016v3-encoding,gpt2-large,-0.036052641,0.188077126
drop,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.05257195,0.142123842
encoder.h.0,Fedorenko2016v3-encoding,gpt2-large-untrained,0.006899843,0.030693199
encoder.h.1,Fedorenko2016v3-encoding,gpt2-large-untrained,0.033501843,0.02092722
encoder.h.2,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.041578593,0.027171791
encoder.h.3,Fedorenko2016v3-encoding,gpt2-large-untrained,0.032043712,0.068057008
encoder.h.4,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.035079222,0.239827042
encoder.h.5,Fedorenko2016v3-encoding,gpt2-large-untrained,0.051749571,0.064827744
encoder.h.6,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.01991769,0.042544804
encoder.h.7,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.006714645,0.333654968
encoder.h.8,Fedorenko2016v3-encoding,gpt2-large-untrained,0.072796675,0.080512115
encoder.h.9,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.032795138,0.064059105
encoder.h.10,Fedorenko2016v3-encoding,gpt2-large-untrained,0.077276129,0.116393296
encoder.h.11,Fedorenko2016v3-encoding,gpt2-large-untrained,0.031259784,0.023372442
encoder.h.12,Fedorenko2016v3-encoding,gpt2-large-untrained,0.0055794,0.053167814
encoder.h.13,Fedorenko2016v3-encoding,gpt2-large-untrained,0.044457304,0.102118732
encoder.h.14,Fedorenko2016v3-encoding,gpt2-large-untrained,0.055499931,0.123283818
encoder.h.15,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.02273794,0.030708318
encoder.h.16,Fedorenko2016v3-encoding,gpt2-large-untrained,0.136265379,0.064049418
encoder.h.17,Fedorenko2016v3-encoding,gpt2-large-untrained,0.051467486,0.062902909
encoder.h.18,Fedorenko2016v3-encoding,gpt2-large-untrained,0.009545702,0.100448606
encoder.h.19,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.062430551,0.046120212
encoder.h.20,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.067872997,0.149162906
encoder.h.21,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.052556651,0.066301229
encoder.h.22,Fedorenko2016v3-encoding,gpt2-large-untrained,0.009918632,0.040724434
encoder.h.23,Fedorenko2016v3-encoding,gpt2-large-untrained,0.107922337,0.097123754
encoder.h.24,Fedorenko2016v3-encoding,gpt2-large-untrained,0.136750247,0.07485879
encoder.h.25,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.052448449,0.062402334
encoder.h.26,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.022795241,0.108083115
encoder.h.27,Fedorenko2016v3-encoding,gpt2-large-untrained,0.123482975,0.094259451
encoder.h.28,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.039933456,0.134747097
encoder.h.29,Fedorenko2016v3-encoding,gpt2-large-untrained,0.04674117,0.060132024
encoder.h.30,Fedorenko2016v3-encoding,gpt2-large-untrained,0.121203951,0.129403098
encoder.h.31,Fedorenko2016v3-encoding,gpt2-large-untrained,0.009922332,0.048118128
encoder.h.32,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.098285753,0.018112559
encoder.h.33,Fedorenko2016v3-encoding,gpt2-large-untrained,-0.008091273,0.099047714
encoder.h.34,Fedorenko2016v3-encoding,gpt2-large-untrained,0.044795082,0.049905741
encoder.h.35,Fedorenko2016v3-encoding,gpt2-large-untrained,0.066828631,0.124674441
drop,Fedorenko2016v3-encoding,gpt2-xl,0.002360934,0.164475787
encoder.h.0,Fedorenko2016v3-encoding,gpt2-xl,0.009197726,0.028477758
encoder.h.1,Fedorenko2016v3-encoding,gpt2-xl,0.019941366,0.122469875
encoder.h.2,Fedorenko2016v3-encoding,gpt2-xl,-0.001961453,0.170309959
encoder.h.3,Fedorenko2016v3-encoding,gpt2-xl,0.036261896,0.054538791
encoder.h.4,Fedorenko2016v3-encoding,gpt2-xl,0.056043296,0.079424689
encoder.h.5,Fedorenko2016v3-encoding,gpt2-xl,0.053572779,0.065337824
encoder.h.6,Fedorenko2016v3-encoding,gpt2-xl,0.089958917,0.062681509
encoder.h.7,Fedorenko2016v3-encoding,gpt2-xl,0.129345767,0.044833334
encoder.h.8,Fedorenko2016v3-encoding,gpt2-xl,0.390743486,0.239735322
encoder.h.9,Fedorenko2016v3-encoding,gpt2-xl,0.558784127,0.057464373
encoder.h.10,Fedorenko2016v3-encoding,gpt2-xl,0.409591101,0.0879818
encoder.h.11,Fedorenko2016v3-encoding,gpt2-xl,0.483394318,0.243066387
encoder.h.12,Fedorenko2016v3-encoding,gpt2-xl,0.417901509,0.132517903
encoder.h.13,Fedorenko2016v3-encoding,gpt2-xl,0.57085119,0.099126516
encoder.h.14,Fedorenko2016v3-encoding,gpt2-xl,0.641753848,0.093385372
encoder.h.15,Fedorenko2016v3-encoding,gpt2-xl,0.739702351,0.16668957
encoder.h.16,Fedorenko2016v3-encoding,gpt2-xl,0.790494549,0.197430923
encoder.h.17,Fedorenko2016v3-encoding,gpt2-xl,0.824057812,0.07525301
encoder.h.18,Fedorenko2016v3-encoding,gpt2-xl,0.643225115,0.192983045
encoder.h.19,Fedorenko2016v3-encoding,gpt2-xl,0.407162993,0.2502287
encoder.h.20,Fedorenko2016v3-encoding,gpt2-xl,0.653997604,0.091909622
encoder.h.21,Fedorenko2016v3-encoding,gpt2-xl,0.362690254,0.071890287
encoder.h.22,Fedorenko2016v3-encoding,gpt2-xl,0.422608568,0.303801244
encoder.h.23,Fedorenko2016v3-encoding,gpt2-xl,0.431953391,0.083667185
encoder.h.24,Fedorenko2016v3-encoding,gpt2-xl,0.130835285,0.124407706
encoder.h.25,Fedorenko2016v3-encoding,gpt2-xl,0.169498472,0.270313118
encoder.h.26,Fedorenko2016v3-encoding,gpt2-xl,0.307586344,0.058203206
encoder.h.27,Fedorenko2016v3-encoding,gpt2-xl,0.33530041,0.093247793
encoder.h.28,Fedorenko2016v3-encoding,gpt2-xl,0.00900703,0.173567577
encoder.h.29,Fedorenko2016v3-encoding,gpt2-xl,0.363775331,0.19809134
encoder.h.30,Fedorenko2016v3-encoding,gpt2-xl,0.136065905,0.119743084
encoder.h.31,Fedorenko2016v3-encoding,gpt2-xl,0.390818159,0.120353193
encoder.h.32,Fedorenko2016v3-encoding,gpt2-xl,0.335847564,0.156726498
encoder.h.33,Fedorenko2016v3-encoding,gpt2-xl,0.207292851,0.082030678
encoder.h.34,Fedorenko2016v3-encoding,gpt2-xl,0.179167403,0.139536296
encoder.h.35,Fedorenko2016v3-encoding,gpt2-xl,0.288307072,0.122858124
encoder.h.36,Fedorenko2016v3-encoding,gpt2-xl,0.208369701,0.043746896
encoder.h.37,Fedorenko2016v3-encoding,gpt2-xl,0.569758089,0.327872322
encoder.h.38,Fedorenko2016v3-encoding,gpt2-xl,0.31983766,0.145625897
encoder.h.39,Fedorenko2016v3-encoding,gpt2-xl,0.560251434,0.250985853
encoder.h.40,Fedorenko2016v3-encoding,gpt2-xl,0.3627432,0.156744316
encoder.h.41,Fedorenko2016v3-encoding,gpt2-xl,0.326599611,0.092766915
encoder.h.42,Fedorenko2016v3-encoding,gpt2-xl,0.142048297,0.050819237
encoder.h.43,Fedorenko2016v3-encoding,gpt2-xl,0.105981168,0.271999469
encoder.h.44,Fedorenko2016v3-encoding,gpt2-xl,0.123262726,0.136644376
encoder.h.45,Fedorenko2016v3-encoding,gpt2-xl,0.107381033,0.112075023
encoder.h.46,Fedorenko2016v3-encoding,gpt2-xl,0.140283405,0.064758023
encoder.h.47,Fedorenko2016v3-encoding,gpt2-xl,0.023720985,0.122702525
drop,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.015485184,0.072070406
encoder.h.0,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.006602414,0.060351347
encoder.h.1,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.011862964,0.089241039
encoder.h.2,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.120309718,0.033646406
encoder.h.3,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.012287105,0.138696232
encoder.h.4,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.045589795,0.029171417
encoder.h.5,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.040388251,0.134096123
encoder.h.6,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.050070854,0.07550977
encoder.h.7,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.03691732,0.046603548
encoder.h.8,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.021120331,0.071392623
encoder.h.9,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.039633954,0.09412837
encoder.h.10,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.008759721,0.057904776
encoder.h.11,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.018100219,0.036640352
encoder.h.12,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.028350608,0.024682524
encoder.h.13,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.011320895,0.194788826
encoder.h.14,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.007135542,0.015328198
encoder.h.15,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.122860324,0.115259148
encoder.h.16,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.044474865,0.050899547
encoder.h.17,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.027041873,0.100360825
encoder.h.18,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.012520115,0.061046361
encoder.h.19,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.035016674,0.02244116
encoder.h.20,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.086452342,0.153206411
encoder.h.21,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.002689042,0.109374707
encoder.h.22,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.042363663,0.023949856
encoder.h.23,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.031552477,0.067125431
encoder.h.24,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.006441585,0.083603561
encoder.h.25,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.011806417,0.049569533
encoder.h.26,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.011080889,0.107946531
encoder.h.27,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.029626617,0.040756856
encoder.h.28,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.040261238,0.121745657
encoder.h.29,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.067867434,0.11206977
encoder.h.30,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.0557668,0.125567776
encoder.h.31,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.08217087,0.103974403
encoder.h.32,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.049624063,0.114943706
encoder.h.33,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.001142145,0.027292274
encoder.h.34,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.001056125,0.074502605
encoder.h.35,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.131738482,0.076606795
encoder.h.36,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.085998141,0.146823961
encoder.h.37,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.004967367,0.009624437
encoder.h.38,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.112109307,0.029720899
encoder.h.39,Fedorenko2016v3-encoding,gpt2-xl-untrained,-0.031680815,0.007216799
encoder.h.40,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.075062076,0.094272946
encoder.h.41,Fedorenko2016v3-encoding,gpt2-xl-untrained,0.02281922,0.059636073
